=======================================
SLURM_ARRAY_TASK_ID = 14
YAML_PATH = /om2/user/bjmedina/auditory-memory/memory/model_yamls/three-regime/kell2018/run_000014.yaml
=======================================
Running config:
  YAML: /om2/user/bjmedina/auditory-memory/memory/model_yamls/three-regime/kell2018/run_000014.yaml
  Encoder: kell2018
  Metric: cosine
  Noise: three-regime
/om2/user/bjmedina/auditory-memory/memory/figures/figures_v11_three-regime/atexts/kell2018/cosine/three-regime/ /om2/user/bjmedina/auditory-memory/memory/fits/fits_v11_three-regime_best
Directory already exists: /om2/user/bjmedina/auditory-memory/memory/figures/figures_v11_three-regime/atexts/kell2018/cosine/three-regime/
Directory already exists: /om2/user/bjmedina/auditory-memory/memory/fits/fits_v11_three-regime_best
Directory already exists: /om2/user/bjmedina/auditory-memory/memory/fits/fits_v11_three-regime_all
Encoder name: kell2018-relu2
LOADING FROM /om2/user/bjmedina/models/cochdnn/model_directories/kell2018_word_speaker_audioset/
=> loading checkpoint '/om2/user/bjmedina/models/cochdnn/model_checkpoints/audio_rep_training_cochleagram_1/kell2018_word_audioset_speaker_decay_lr/5728d456-ddc2-4fc2-bf07-a41e658f36d4/5_checkpoint.pt'
=> loaded checkpoint '/om2/user/bjmedina/models/cochdnn/model_checkpoints/audio_rep_training_cochleagram_1/kell2018_word_audioset_speaker_decay_lr/5728d456-ddc2-4fc2-bf07-a41e658f36d4/5_checkpoint.pt' (epoch 6)
median distance: 1
there are 29 candidates
Stage A best sigma0: 0.5958389350068957 mse_isi0: 0.06452396228559233
✔ Saved 1 best models to /om2/user/bjmedina/auditory-memory/memory/fits/fits_v11_three-regime_all
(0.5362550415062061, 0.6554228285075853)
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.000855741998542453, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.007322943680694303, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.007322943680694303, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.06266550460531159, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.06266550460531159, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.06266550460531159, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.5362550415062061, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.5362550415062061, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.5362550415062061, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.5362550415062061, 'sigma1': 0.5362550415062061, 'sigma2': 0.06266550460531159, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.000855741998542453, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.007322943680694303, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.007322943680694303, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.06266550460531159, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.06266550460531159, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.06266550460531159, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.5362550415062061, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.5362550415062061, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.5362550415062061, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.5638439593919713, 'sigma1': 0.5362550415062061, 'sigma2': 0.06266550460531159, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.000855741998542453, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.007322943680694303, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.007322943680694303, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.06266550460531159, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.06266550460531159, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.06266550460531159, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.5362550415062061, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.5362550415062061, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.5362550415062061, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.592852254870849, 'sigma1': 0.5362550415062061, 'sigma2': 0.06266550460531159, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.000855741998542453, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.007322943680694303, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.007322943680694303, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.06266550460531159, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.06266550460531159, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.06266550460531159, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.5362550415062061, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.5362550415062061, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.5362550415062061, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.6233529512038518, 'sigma1': 0.5362550415062061, 'sigma2': 0.06266550460531159, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.000855741998542453, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.007322943680694303, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.007322943680694303, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.06266550460531159, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.06266550460531159, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.06266550460531159, 'sigma2': 0.007322943680694303, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.5362550415062061, 'sigma2': 0.00010000000000000009, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.5362550415062061, 'sigma2': 0.000855741998542453, 't_step': 5.0}
trying out {'sigma0': 0.6554228285075853, 'sigma1': 0.5362550415062061, 'sigma2': 0.007322943680694303, 't_step': 5.0}
